tempo,deslocamento
0.0,0.10357567693390489
0.10034937642218285,0.09117983654707815
0.2006987528443657,0.08177246144445097
0.30104812926654856,0.052316836550806385
0.4013975056887314,0.03379412648243765
0.5017468821109142,-0.009767774491046334
0.6020962585330971,-0.03731054383037634
0.7024456349552799,-0.06129608669550302
0.8027950113774628,-0.08407904571253705
0.9031443877996457,-0.10525781787145794
1.0034937642218285,-0.09507774289941176
1.1038431406440112,-0.09965697772037387
1.2041925170661942,-0.07792350270744204
1.304541893488377,-0.05797559711398216
1.4048912699105598,-0.022987546217729183
1.5052406463327428,-0.00046573125452766245
1.6055900227549256,0.034516387937053084
1.7059393991771084,0.056435136442890124
1.8062887755992914,0.07603285423081237
1.9066381520214741,0.09820692949121551
2.006987528443657,0.0984150729389414
2.1073369048658397,0.0884599612406482
2.2076862812880225,0.08362064465252524
2.3080356577102057,0.052738478492483296
2.4083850341323885,0.024635180429407814
2.5087344105545712,0.002544943979813554
2.609083786976754,-0.0331726782331502
2.709433163398937,-0.07418100146309523
2.8097825398211196,-0.08180065697711231
2.910131916243303,-0.09107218445425928
3.0104812926654856,-0.10251461989203588
3.1108306690876684,-0.08939568232369523
3.211180045509851,-0.072161439052858
3.311529421932034,-0.05656576424263627
3.4118787983542167,-0.02411344164560498
3.5122281747763995,0.008426628151539299
3.6125775511985827,0.04192172884516489
3.7129269276207655,0.07054490212486397
3.8132763040429483,0.08901431843143688
3.913625680465131,0.10070159781368676
4.013975056887314,0.0977981839980152
4.114324433309497,0.09428430271037251
4.214673809731679,0.07126157367227151
4.315023186153862,0.05393447432957073
4.415372562576045,0.023636246315015833
4.515721938998229,-0.017149259350646186
4.616071315420411,-0.04584213339437115
4.716420691842594,-0.07411650647765795
4.816770068264777,-0.08391185214406473
4.91711944468696,-0.10577438462882746
5.0174688211091425,-0.10849689331691495
5.117818197531325,-0.09551387148233782
5.218167573953508,-0.07175687922351315
5.318516950375691,-0.048519843690937925
5.418866326797874,-0.021271712705569663
5.519215703220056,0.009812784925157173
5.619565079642239,0.04758403773920413
5.719914456064422,0.07436733053733265
5.820263832486606,0.1020881676436107
5.920613208908788,0.10235811650001887
6.020962585330971,0.1025488270233501
6.121311961753154,0.09289264837880433
6.221661338175337,0.06400088284772217
6.3220107145975195,0.04371769476832694
6.422360091019702,0.018382112324844123
6.522709467441885,-0.020051631167794418
6.623058843864068,-0.0390197437776014
6.723408220286251,-0.07580386788059577
6.823757596708433,-0.09347450939863501
6.924106973130616,-0.09985923708971114
7.024456349552799,-0.10664078198125529
7.124805725974983,-0.08794757081774333
7.225155102397165,-0.05681535461229987
7.325504478819348,-0.03730288632076989
7.425853855241531,-0.011700904250448289
7.526203231663714,0.017878609288208884
7.6265526080858965,0.05638667928398698
7.726901984508079,0.06784552027955539
7.827251360930262,0.09128139361156123
7.927600737352445,0.10087451651559548
8.027950113774628,0.09781258798853978
8.128299490196811,0.08055657184372927
8.228648866618993,0.057735911794973685
8.328998243041177,0.03550937069006292
8.429347619463359,0.005047419765028062
8.529696995885542,-0.02429021384042471
8.630046372307724,-0.05735013472536826
8.730395748729908,-0.07501954030062348
8.83074512515209,-0.09098250476048267
8.931094501574274,-0.08968537445119998
9.031443877996457,-0.08797993761077498
9.131793254418639,-0.08319462895860458
9.232142630840823,-0.055023652527167635
9.332492007263005,-0.024296442920526094
9.432841383685188,0.007464468965636933
9.53319076010737,0.02391263500674485
9.633540136529554,0.05450017732916804
9.733889512951736,0.07946786011698866
9.83423888937392,0.09797813661552611
9.934588265796101,0.10284185907187493
