x2,y2,r_mag,ax2,ay2
372877077.4486415,75311065.0239718,384399999.9999946,-0.002642956783295014,-0.0005395364177616102
386830954.47539145,79164816.92903896,384399999.9999941,-0.002639509199593812,-0.0005561576124208656
376760405.5097628,81773871.71462144,384399999.99999315,-0.0026359570885009925,-0.0005727567826395996
373304506.67415535,83834445.22731252,384399999.9999925,-0.002632300590772428,-0.0005893332710992238
381063230.2665061,86912110.64316414,384399999.9999913,-0.002628539851126918,-0.0006058864213273063
379067968.15448517,89310075.02533682,384399999.9999905,-0.0026246750185630885,-0.0006224155778259965
374285341.3833632,91469907.32794069,384399999.99998915,-0.0026207062460938263,-0.0006389200860052735
370041139.29703116,94096632.05513398,384399999.9999881,-0.002616633690864789,-0.0006553992922725405
376214443.154419,96025074.65625112,384399999.9999868,-0.0026124575142699655,-0.0006718525440555512
371157743.8148276,100121779.91474628,384399999.9999853,-0.0026081778814366213,-0.0006882791897278029
367940355.20401794,99517922.28393811,384399999.99998415,-0.0026037949622599796,-0.0007046785788860366
369564712.4687022,103230715.66539194,384399999.999982,-0.0025993089297268596,-0.0007210500619348748
364673171.826826,104567445.79481766,384399999.99998116,-0.0025947199621908223,-0.0007373929907527332
364601334.90706784,107075558.9447934,384399999.9999784,-0.0025900282407259542,-0.0007537067179401447
371711760.4224427,110255055.63694528,384399999.9999769,-0.002585233951515546,-0.0007699905975869781
367303124.02198,112454001.81211175,384399999.99997455,-0.0025803372844853817,-0.0007862439848390912
374943600.5785512,113211151.48921292,384399999.999972,-0.0025753384328744827,-0.0008024662358454282
356866017.9567754,117024266.99963912,384399999.99997056,-0.002570237595849359,-0.0008186567085710916
358729530.120554,116873084.31798218,384399999.9999668,-0.0025650349740595213,-0.0008348147614072599
363279819.37783086,122265014.66219425,384399999.99996483,-0.0025597307745197084,-0.0008509397548247255
359175580.3080861,123079580.9850812,384399999.9999616,-0.0025543252071854594,-0.0008670310502041645
366342932.10532093,124972892.31371683,384399999.99995786,-0.002548818484994303,-0.0008830880099316707
